embedder,media_type,corpus,dataset,category,query,base,arm,delta,cluster
clap_general,audio,esc50,esc50_s,footsteps,footsteps walking,1.0,1.0,0.0,esc50|footsteps
clap_general,audio,esc50,esc50_s,laughing,people laughing,0.44127,0.692222,0.250952,esc50|laughing
clap_general,audio,esc50,esc50_s,brushing_teeth,brushing teeth,1.0,1.0,0.0,esc50|brushing_teeth
clap_general,audio,esc50,esc50_s,snoring,someone snoring loudly,0.966667,0.942857,-0.02381000000000011,esc50|snoring
clap_general,audio,esc50,esc50_s,drinking_sipping,drinking and sipping,0.942857,1.0,0.057143000000000055,esc50|drinking_sipping
clap_general,audio,esc50,esc50_s,door_wood_knock,knocking on a wooden door,1.0,1.0,0.0,esc50|door_wood_knock
clap_general,audio,esc50,esc50_s,mouse_click,mouse clicking,0.966667,1.0,0.033332999999999946,esc50|mouse_click
clap_general,audio,esc50,esc50_s,keyboard_typing,keyboard typing,1.0,1.0,0.0,esc50|keyboard_typing
clap_general,audio,esc50,esc50_s,door_wood_creep,a creaking wooden door,0.0,0.0,0.0,esc50|door_wood_creep
clap_general,audio,esc50,esc50_s,can_opening,opening a can,1.0,1.0,0.0,esc50|can_opening
clap_general,audio,esc50,esc50_s,washing_machine,a washing machine running,0.966667,1.0,0.033332999999999946,esc50|washing_machine
clap_general,audio,esc50,esc50_s,vacuum_cleaner,a vacuum cleaner,0.81,0.926667,0.11666699999999997,esc50|vacuum_cleaner
clap_general,audio,esc50,esc50_s,clock_alarm,an alarm clock ringing,1.0,1.0,0.0,esc50|clock_alarm
clap_general,audio,esc50,esc50_s,clock_tick,a clock ticking,0.789286,0.783333,-0.005953000000000097,esc50|clock_tick
clap_general,audio,esc50,esc50_s,glass_breaking,glass shattering,1.0,1.0,0.0,esc50|glass_breaking
clap_general,audio,esc50,esc50_s,helicopter,a helicopter flying,0.316061,0.391204,0.07514300000000002,esc50|helicopter
clap_general,audio,esc50,esc50_s,chainsaw,a chainsaw cutting wood,0.902857,0.926667,0.023809999999999998,esc50|chainsaw
clap_general,audio,esc50,esc50_s,siren,an emergency siren,0.911111,0.942857,0.03174599999999994,esc50|siren
clap_general,audio,esc50,esc50_s,car_horn,a car horn honking,1.0,1.0,0.0,esc50|car_horn
clap_general,audio,esc50,esc50_s,engine,an engine revving,1.0,1.0,0.0,esc50|engine
clap_general,audio,esc50,esc50_s,train,a train passing by,1.0,1.0,0.0,esc50|train
clap_general,audio,esc50,esc50_s,church_bells,church bells ringing,1.0,1.0,0.0,esc50|church_bells
clap_general,audio,esc50,esc50_s,airplane,an airplane flying overhead,1.0,0.966667,-0.033332999999999946,esc50|airplane
clap_general,audio,esc50,esc50_s,fireworks,fireworks exploding,1.0,1.0,0.0,esc50|fireworks
clap_general,audio,esc50,esc50_s,hand_saw,hand-sawing wood,1.0,1.0,0.0,esc50|hand_saw
siglip,image,rico_screen2words,rico_screen2words_a,Books & Reference,a screen from a books or reference reading app,0.306166,0.304472,-0.0016939999999999733,rico_screen2words|Books & Reference
siglip,image,rico_screen2words,rico_screen2words_a,Business,a screen from a business app,0.137376,0.136765,-0.0006110000000000004,rico_screen2words|Business
siglip,image,rico_screen2words,rico_screen2words_a,Communication,a screen from a messaging or communication app,0.250024,0.242198,-0.007826000000000027,rico_screen2words|Communication
siglip,image,rico_screen2words,rico_screen2words_a,Finance,a screen from a banking or finance app,0.477826,0.490897,0.013071,rico_screen2words|Finance
siglip,image,rico_screen2words,rico_screen2words_a,Food & Drink,a screen from a food or drink ordering app,0.298504,0.29573,-0.0027739999999999987,rico_screen2words|Food & Drink
siglip,image,rico_screen2words,rico_screen2words_a,Health & Fitness,a screen from a health or fitness tracking app,0.523117,0.510708,-0.012409000000000003,rico_screen2words|Health & Fitness
siglip,image,rico_screen2words,rico_screen2words_a,Maps & Navigation,a screen from a maps or navigation app,0.240297,0.239105,-0.0011919999999999986,rico_screen2words|Maps & Navigation
siglip,image,rico_screen2words,rico_screen2words_a,Music & Audio,a screen from a music or audio streaming app,0.521356,0.517378,-0.003978000000000037,rico_screen2words|Music & Audio
siglip,image,rico_screen2words,rico_screen2words_a,News & Magazines,a screen from a news or magazine app,0.404007,0.397726,-0.006280999999999981,rico_screen2words|News & Magazines
siglip,image,rico_screen2words,rico_screen2words_a,Photography,a screen from a photography or camera app,0.0,0.0,0.0,rico_screen2words|Photography
siglip,image,rico_screen2words,rico_screen2words_a,Productivity,a screen from a productivity app,0.0,0.0,0.0,rico_screen2words|Productivity
siglip,image,rico_screen2words,rico_screen2words_a,Shopping,a screen from a shopping or e-commerce app,0.563507,0.569819,0.006311999999999984,rico_screen2words|Shopping
siglip,image,rico_screen2words,rico_screen2words_a,Social,a screen from a social networking app,0.299151,0.288632,-0.010519,rico_screen2words|Social
siglip,image,rico_screen2words,rico_screen2words_a,Sports,a screen from a sports app,0.515369,0.488976,-0.026392999999999944,rico_screen2words|Sports
siglip,image,rico_screen2words,rico_screen2words_a,Travel & Local,a screen from a travel or local guide app,0.315459,0.313173,-0.0022860000000000102,rico_screen2words|Travel & Local
siglip,image,rico_screen2words,rico_screen2words_a,Weather,a screen from a weather forecast app,0.536423,0.533394,-0.0030289999999999484,rico_screen2words|Weather
siglip,image,rico_screen2words,rico_screen2words_m,Books & Reference,a screen from a books or reference reading app,0.331526,0.326426,-0.005099999999999993,rico_screen2words|Books & Reference
siglip,image,rico_screen2words,rico_screen2words_m,Business,a screen from a business app,0.14772,0.151796,0.004075999999999996,rico_screen2words|Business
siglip,image,rico_screen2words,rico_screen2words_m,Communication,a screen from a messaging or communication app,0.243983,0.23534,-0.008643000000000012,rico_screen2words|Communication
siglip,image,rico_screen2words,rico_screen2words_m,Finance,a screen from a banking or finance app,0.42335,0.442402,0.019052000000000013,rico_screen2words|Finance
siglip,image,rico_screen2words,rico_screen2words_m,Food & Drink,a screen from a food or drink ordering app,0.211203,0.205607,-0.00559599999999999,rico_screen2words|Food & Drink
siglip,image,rico_screen2words,rico_screen2words_m,Health & Fitness,a screen from a health or fitness tracking app,0.498503,0.485304,-0.01319899999999996,rico_screen2words|Health & Fitness
siglip,image,rico_screen2words,rico_screen2words_m,Maps & Navigation,a screen from a maps or navigation app,0.20721,0.209883,0.002672999999999981,rico_screen2words|Maps & Navigation
siglip,image,rico_screen2words,rico_screen2words_m,Music & Audio,a screen from a music or audio streaming app,0.529156,0.521875,-0.007280999999999982,rico_screen2words|Music & Audio
siglip,image,rico_screen2words,rico_screen2words_m,News & Magazines,a screen from a news or magazine app,0.392444,0.385509,-0.0069350000000000245,rico_screen2words|News & Magazines
siglip,image,rico_screen2words,rico_screen2words_m,Photography,a screen from a photography or camera app,0.0,0.0,0.0,rico_screen2words|Photography
siglip,image,rico_screen2words,rico_screen2words_m,Productivity,a screen from a productivity app,0.0,0.0,0.0,rico_screen2words|Productivity
siglip,image,rico_screen2words,rico_screen2words_m,Shopping,a screen from a shopping or e-commerce app,0.56987,0.571349,0.001479000000000008,rico_screen2words|Shopping
siglip,image,rico_screen2words,rico_screen2words_m,Social,a screen from a social networking app,0.267775,0.254585,-0.01318999999999998,rico_screen2words|Social
siglip,image,rico_screen2words,rico_screen2words_m,Sports,a screen from a sports app,0.476799,0.457945,-0.018853999999999982,rico_screen2words|Sports
siglip,image,rico_screen2words,rico_screen2words_m,Travel & Local,a screen from a travel or local guide app,0.323782,0.320212,-0.0035700000000000176,rico_screen2words|Travel & Local
siglip,image,rico_screen2words,rico_screen2words_m,Weather,a screen from a weather forecast app,0.658946,0.650428,-0.008518000000000026,rico_screen2words|Weather
siglip,image,rvl_cdip,rvl_cdip_a,advertisement,a printed advertisement,0.754695,0.762848,0.008152999999999966,rvl_cdip|advertisement
siglip,image,rvl_cdip,rvl_cdip_a,budget,a budget spreadsheet with numbers and totals,0.39195,0.377743,-0.014207000000000025,rvl_cdip|budget
siglip,image,rvl_cdip,rvl_cdip_a,email,an email message with headers,0.48841,0.480184,-0.008226000000000011,rvl_cdip|email
siglip,image,rvl_cdip,rvl_cdip_a,file folder,a file folder cover sheet,0.614024,0.564668,-0.049356000000000066,rvl_cdip|file folder
siglip,image,rvl_cdip,rvl_cdip_a,form,a blank or filled paper form,0.203927,0.195578,-0.008348999999999995,rvl_cdip|form
siglip,image,rvl_cdip,rvl_cdip_a,handwritten,a handwritten note or letter,0.735477,0.7455,0.010023000000000004,rvl_cdip|handwritten
siglip,image,rvl_cdip,rvl_cdip_a,invoice,an invoice or bill,0.555396,0.554519,-0.0008770000000000167,rvl_cdip|invoice
siglip,image,rvl_cdip,rvl_cdip_a,letter,a typed business letter,0.56963,0.574415,0.004785000000000039,rvl_cdip|letter
siglip,image,rvl_cdip,rvl_cdip_a,memo,an office memo,0.268022,0.248879,-0.019142999999999993,rvl_cdip|memo
siglip,image,rvl_cdip,rvl_cdip_a,news article,a newspaper or news article page,0.749147,0.737982,-0.01116499999999998,rvl_cdip|news article
siglip,image,rvl_cdip,rvl_cdip_a,presentation,presentation slides,0.314671,0.298387,-0.016283999999999965,rvl_cdip|presentation
siglip,image,rvl_cdip,rvl_cdip_a,questionnaire,a questionnaire or survey,0.531729,0.535721,0.0039919999999999956,rvl_cdip|questionnaire
siglip,image,rvl_cdip,rvl_cdip_a,resume,a resume or CV,0.520546,0.508347,-0.01219899999999996,rvl_cdip|resume
siglip,image,rvl_cdip,rvl_cdip_a,scientific publication,a scientific journal publication page,0.763341,0.733193,-0.030148000000000064,rvl_cdip|scientific publication
siglip,image,rvl_cdip,rvl_cdip_a,scientific report,a scientific or technical report,0.142251,0.160862,0.018611000000000016,rvl_cdip|scientific report
siglip,image,rvl_cdip,rvl_cdip_a,specification,a technical specification document,0.224728,0.244226,0.019497999999999988,rvl_cdip|specification
siglip,image,rvl_cdip,rvl_cdip_m,advertisement,a printed advertisement,0.771294,0.776371,0.005076999999999998,rvl_cdip|advertisement
siglip,image,rvl_cdip,rvl_cdip_m,budget,a budget spreadsheet with numbers and totals,0.353219,0.367198,0.01397900000000002,rvl_cdip|budget
siglip,image,rvl_cdip,rvl_cdip_m,email,an email message with headers,0.57053,0.575342,0.0048120000000000385,rvl_cdip|email
siglip,image,rvl_cdip,rvl_cdip_m,file folder,a file folder cover sheet,0.567486,0.535096,-0.03239000000000003,rvl_cdip|file folder
siglip,image,rvl_cdip,rvl_cdip_m,form,a blank or filled paper form,0.198361,0.213944,0.015582999999999986,rvl_cdip|form
siglip,image,rvl_cdip,rvl_cdip_m,handwritten,a handwritten note or letter,0.61893,0.652404,0.033474000000000004,rvl_cdip|handwritten
siglip,image,rvl_cdip,rvl_cdip_m,invoice,an invoice or bill,0.567032,0.573213,0.006180999999999992,rvl_cdip|invoice
siglip,image,rvl_cdip,rvl_cdip_m,letter,a typed business letter,0.650877,0.65297,0.0020930000000000115,rvl_cdip|letter
siglip,image,rvl_cdip,rvl_cdip_m,memo,an office memo,0.379831,0.357457,-0.02237399999999995,rvl_cdip|memo
siglip,image,rvl_cdip,rvl_cdip_m,news article,a newspaper or news article page,0.719208,0.684339,-0.03486899999999993,rvl_cdip|news article
siglip,image,rvl_cdip,rvl_cdip_m,presentation,presentation slides,0.235014,0.239732,0.004718,rvl_cdip|presentation
siglip,image,rvl_cdip,rvl_cdip_m,questionnaire,a questionnaire or survey,0.537877,0.539607,0.0017299999999998983,rvl_cdip|questionnaire
siglip,image,rvl_cdip,rvl_cdip_m,resume,a resume or CV,0.454253,0.420267,-0.033986000000000016,rvl_cdip|resume
siglip,image,rvl_cdip,rvl_cdip_m,scientific publication,a scientific journal publication page,0.85021,0.833834,-0.016376000000000057,rvl_cdip|scientific publication
siglip,image,rvl_cdip,rvl_cdip_m,scientific report,a scientific or technical report,0.211964,0.20082,-0.011144000000000015,rvl_cdip|scientific report
siglip,image,rvl_cdip,rvl_cdip_m,specification,a technical specification document,0.279948,0.299144,0.019196000000000046,rvl_cdip|specification
xclip,video,ucf101,ucf101_l,ApplyEyeMakeup,someone applying eye makeup,0.899385,0.885424,-0.013961000000000001,ucf101|ApplyEyeMakeup
xclip,video,ucf101,ucf101_l,ApplyLipstick,someone applying lipstick,0.261004,0.316939,0.05593500000000001,ucf101|ApplyLipstick
xclip,video,ucf101,ucf101_l,Archery,a person shooting a bow and arrow,0.89175,0.8929,0.0011499999999999844,ucf101|Archery
xclip,video,ucf101,ucf101_l,BabyCrawling,a baby crawling on the floor,0.988636,0.970053,-0.018582999999999905,ucf101|BabyCrawling
xclip,video,ucf101,ucf101_l,BalanceBeam,a gymnast on the balance beam,0.826988,0.925451,0.09846300000000008,ucf101|BalanceBeam
xclip,video,ucf101,ucf101_l,BandMarching,a marching band performing,0.966639,0.961085,-0.005554000000000059,ucf101|BandMarching
xclip,video,ucf101,ucf101_l,BaseballPitch,a baseball pitcher throwing a pitch,0.965814,0.965747,-6.699999999992823e-05,ucf101|BaseballPitch
xclip,video,ucf101,ucf101_l,Basketball,people playing basketball,0.366562,0.340667,-0.025895,ucf101|Basketball
xclip,video,ucf101,ucf101_l,BasketballDunk,a basketball dunk,0.947473,0.955491,0.00801799999999997,ucf101|BasketballDunk
xclip,video,ucf101,ucf101_l,BenchPress,a person doing bench presses,1.0,1.0,0.0,ucf101|BenchPress
xclip,video,ucf101,ucf101_m,ApplyEyeMakeup,someone applying eye makeup,0.954236,0.947194,-0.007041999999999993,ucf101|ApplyEyeMakeup
xclip,video,ucf101,ucf101_m,ApplyLipstick,someone applying lipstick,0.204452,0.211248,0.0067959999999999965,ucf101|ApplyLipstick
xclip,video,ucf101,ucf101_m,Archery,a person shooting a bow and arrow,0.906371,0.893688,-0.012683,ucf101|Archery
xclip,video,ucf101,ucf101_m,BabyCrawling,a baby crawling on the floor,1.0,0.966667,-0.033332999999999946,ucf101|BabyCrawling
xclip,video,ucf101,ucf101_m,BalanceBeam,a gymnast on the balance beam,0.561892,0.734533,0.17264100000000004,ucf101|BalanceBeam
xclip,video,ucf101,ucf101_m,BandMarching,a marching band performing,0.979167,0.972222,-0.006944999999999979,ucf101|BandMarching
xclip,video,ucf101,ucf101_m,BaseballPitch,a baseball pitcher throwing a pitch,1.0,1.0,0.0,ucf101|BaseballPitch
xclip,video,ucf101,ucf101_m,Basketball,people playing basketball,0.482101,0.435072,-0.04702899999999999,ucf101|Basketball
xclip,video,ucf101,ucf101_m,BasketballDunk,a basketball dunk,0.808799,0.808799,0.0,ucf101|BasketballDunk
xclip,video,ucf101,ucf101_m,BenchPress,a person doing bench presses,1.0,1.0,0.0,ucf101|BenchPress
xclip,video,ucf101,ucf101_s,ApplyEyeMakeup,someone applying eye makeup,0.876667,0.926667,0.050000000000000044,ucf101|ApplyEyeMakeup
xclip,video,ucf101,ucf101_s,ApplyLipstick,someone applying lipstick,0.562476,0.517105,-0.04537099999999994,ucf101|ApplyLipstick
xclip,video,ucf101,ucf101_s,Archery,a person shooting a bow and arrow,1.0,1.0,0.0,ucf101|Archery
xclip,video,ucf101,ucf101_s,BabyCrawling,a baby crawling on the floor,1.0,1.0,0.0,ucf101|BabyCrawling
xclip,video,ucf101,ucf101_s,BalanceBeam,a gymnast on the balance beam,0.86,0.966667,0.10666700000000007,ucf101|BalanceBeam
xclip,video,ucf101,ucf101_s,BandMarching,a marching band performing,1.0,1.0,0.0,ucf101|BandMarching
xclip,video,ucf101,ucf101_s,BaseballPitch,a baseball pitcher throwing a pitch,0.818452,0.760673,-0.057778999999999914,ucf101|BaseballPitch
xclip,video,ucf101,ucf101_s,Basketball,people playing basketball,0.525102,0.525102,0.0,ucf101|Basketball
xclip,video,ucf101,ucf101_s,BasketballDunk,a basketball dunk,0.926667,0.926667,0.0,ucf101|BasketballDunk
xclip,video,ucf101,ucf101_s,BenchPress,a person doing bench presses,1.0,1.0,0.0,ucf101|BenchPress
siglip,image,vggface2_faces,vggface2_faces_m,Aishwarya Rai Bachchan,a photo of Aishwarya Rai Bachchan,1.0,1.0,0.0,vggface2_faces|Aishwarya Rai Bachchan
siglip,image,vggface2_faces,vggface2_faces_m,Alodia Gosiengfiao,a photo of Alodia Gosiengfiao,0.134775,0.121768,-0.013007000000000005,vggface2_faces|Alodia Gosiengfiao
siglip,image,vggface2_faces,vggface2_faces_m,Anne-Marie Duff,a photo of Anne-Marie Duff,0.102087,0.128426,0.026339000000000015,vggface2_faces|Anne-Marie Duff
siglip,image,vggface2_faces,vggface2_faces_m,Annette Bening,a photo of Annette Bening,0.678813,0.659534,-0.019279000000000046,vggface2_faces|Annette Bening
siglip,image,vggface2_faces,vggface2_faces_m,Brendan Rodgers,a photo of Brendan Rodgers,0.050487,0.051592,0.0011050000000000018,vggface2_faces|Brendan Rodgers
siglip,image,vggface2_faces,vggface2_faces_m,Carlo Conti,a photo of Carlo Conti,0.440158,0.466546,0.026388000000000023,vggface2_faces|Carlo Conti
siglip,image,vggface2_faces,vggface2_faces_m,Clare Grant,a photo of Clare Grant,0.040488,0.041372,0.0008839999999999959,vggface2_faces|Clare Grant
siglip,image,vggface2_faces,vggface2_faces_m,Edward Furlong,a photo of Edward Furlong,0.040952,0.0445,0.0035479999999999956,vggface2_faces|Edward Furlong
siglip,image,vggface2_faces,vggface2_faces_m,Evangelos Venizelos,a photo of Evangelos Venizelos,0.10778,0.139879,0.032099,vggface2_faces|Evangelos Venizelos
siglip,image,vggface2_faces,vggface2_faces_m,Ewan McGregor,a photo of Ewan McGregor,0.795311,0.763404,-0.03190700000000002,vggface2_faces|Ewan McGregor
siglip,image,vggface2_faces,vggface2_faces_m,Frank de Boer,a photo of Frank de Boer,0.042731,0.05499,0.012258999999999999,vggface2_faces|Frank de Boer
siglip,image,vggface2_faces,vggface2_faces_m,Frankie Muniz,a photo of Frankie Muniz,0.467573,0.487534,0.019961000000000007,vggface2_faces|Frankie Muniz
siglip,image,vggface2_faces,vggface2_faces_m,Genelia DSouza,a photo of Genelia DSouza,0.99939,0.99939,0.0,vggface2_faces|Genelia DSouza
siglip,image,vggface2_faces,vggface2_faces_m,Gregg Popovich,a photo of Gregg Popovich,0.599656,0.564258,-0.03539799999999993,vggface2_faces|Gregg Popovich
siglip,image,vggface2_faces,vggface2_faces_m,Grzegorz Schetyna,a photo of Grzegorz Schetyna,0.546188,0.478544,-0.06764399999999998,vggface2_faces|Grzegorz Schetyna
siglip,image,vggface2_faces,vggface2_faces_m,Haley Joel Osment,a photo of Haley Joel Osment,0.940274,0.937694,-0.0025800000000000267,vggface2_faces|Haley Joel Osment
siglip,image,vggface2_faces,vggface2_faces_m,Himesh Reshammiya,a photo of Himesh Reshammiya,1.0,1.0,0.0,vggface2_faces|Himesh Reshammiya
siglip,image,vggface2_faces,vggface2_faces_m,Ileana DCruz,a photo of Ileana DCruz,0.993273,0.994433,0.0011600000000000499,vggface2_faces|Ileana DCruz
siglip,image,vggface2_faces,vggface2_faces_m,Jessica Seinfeld,a photo of Jessica Seinfeld,0.209974,0.231919,0.021944999999999992,vggface2_faces|Jessica Seinfeld
siglip,image,vggface2_faces,vggface2_faces_m,Kareena Kapoor Khan,a photo of Kareena Kapoor Khan,0.99881,0.99939,0.0005800000000000249,vggface2_faces|Kareena Kapoor Khan
siglip,image,vggface2_faces,vggface2_faces_m,Karl Urban,a photo of Karl Urban,0.910607,0.907192,-0.003415000000000057,vggface2_faces|Karl Urban
siglip,image,vggface2_faces,vggface2_faces_m,Katie Holmes,a photo of Katie Holmes,0.94058,0.928733,-0.011846999999999941,vggface2_faces|Katie Holmes
siglip,image,vggface2_faces,vggface2_faces_m,Kevin Dillon,a photo of Kevin Dillon,0.85633,0.867545,0.011214999999999975,vggface2_faces|Kevin Dillon
siglip,image,vggface2_faces,vggface2_faces_m,Kevin Jonas,a photo of Kevin Jonas,0.972831,0.970278,-0.0025530000000000275,vggface2_faces|Kevin Jonas
siglip,image,vggface2_faces,vggface2_faces_m,Kim Wilde,a photo of Kim Wilde,0.925252,0.891383,-0.03386899999999993,vggface2_faces|Kim Wilde
siglip,image,vggface2_faces,vggface2_faces_m,Kimora Lee Simmons,a photo of Kimora Lee Simmons,0.868708,0.875419,0.0067109999999999115,vggface2_faces|Kimora Lee Simmons
siglip,image,vggface2_faces,vggface2_faces_m,Liam Neeson,a photo of Liam Neeson,0.881789,0.909362,0.02757299999999996,vggface2_faces|Liam Neeson
siglip,image,vggface2_faces,vggface2_faces_m,Lin Dan,a photo of Lin Dan,1.0,1.0,0.0,vggface2_faces|Lin Dan
siglip,image,vggface2_faces,vggface2_faces_m,Liza Minnelli,a photo of Liza Minnelli,0.984375,0.9826,-0.001774999999999971,vggface2_faces|Liza Minnelli
siglip,image,vggface2_faces,vggface2_faces_m,Manuel Neuer,a photo of Manuel Neuer,0.681498,0.747188,0.06568999999999992,vggface2_faces|Manuel Neuer
siglip,image,vggface2_faces,vggface2_faces_m,Marissa Jaret Winokur,a photo of Marissa Jaret Winokur,0.880246,0.864879,-0.01536700000000002,vggface2_faces|Marissa Jaret Winokur
siglip,image,vggface2_faces,vggface2_faces_m,Martha Reeves,a photo of Martha Reeves,0.830983,0.695591,-0.13539200000000007,vggface2_faces|Martha Reeves
siglip,image,vggface2_faces,vggface2_faces_m,Marvin Humes,a photo of Marvin Humes,0.990502,0.986138,-0.0043640000000000345,vggface2_faces|Marvin Humes
siglip,image,vggface2_faces,vggface2_faces_m,Park Bo-young,a photo of Park Bo-young,0.780683,0.756829,-0.023854000000000042,vggface2_faces|Park Bo-young
siglip,image,vggface2_faces,vggface2_faces_m,Ricky Schroder,a photo of Ricky Schroder,0.095851,0.089101,-0.006750000000000006,vggface2_faces|Ricky Schroder
siglip,image,vggface2_faces,vggface2_faces_m,Spencer Pratt,a photo of Spencer Pratt,0.25726,0.244695,-0.012564999999999993,vggface2_faces|Spencer Pratt
siglip,image,vggface2_faces,vggface2_faces_m,Trudie Styler,a photo of Trudie Styler,0.124738,0.107211,-0.017527,vggface2_faces|Trudie Styler
siglip,image,vggface2_faces,vggface2_faces_m,Vivica A. Fox,a photo of Vivica A. Fox,0.827405,0.771611,-0.0557939999999999,vggface2_faces|Vivica A. Fox
siglip,image,vggface2_faces,vggface2_faces_m,Wendi Deng Murdoch,a photo of Wendi Deng Murdoch,0.247938,0.172019,-0.07591899999999999,vggface2_faces|Wendi Deng Murdoch
siglip,image,vggface2_faces,vggface2_faces_m,Yulia Volkova,a photo of Yulia Volkova,0.211315,0.188649,-0.02266599999999999,vggface2_faces|Yulia Volkova
siglip,image,vggface2_faces,vggface2_faces_s,Aishwarya Rai Bachchan,a photo of Aishwarya Rai Bachchan,1.0,1.0,0.0,vggface2_faces|Aishwarya Rai Bachchan
siglip,image,vggface2_faces,vggface2_faces_s,Alodia Gosiengfiao,a photo of Alodia Gosiengfiao,0.224727,0.19406,-0.030667,vggface2_faces|Alodia Gosiengfiao
siglip,image,vggface2_faces,vggface2_faces_s,Anne-Marie Duff,a photo of Anne-Marie Duff,0.109587,0.143191,0.03360400000000001,vggface2_faces|Anne-Marie Duff
siglip,image,vggface2_faces,vggface2_faces_s,Annette Bening,a photo of Annette Bening,0.647221,0.624989,-0.02223200000000003,vggface2_faces|Annette Bening
siglip,image,vggface2_faces,vggface2_faces_s,Brendan Rodgers,a photo of Brendan Rodgers,0.049435,0.050132,0.0006970000000000032,vggface2_faces|Brendan Rodgers
siglip,image,vggface2_faces,vggface2_faces_s,Carlo Conti,a photo of Carlo Conti,0.726332,0.77901,0.052678,vggface2_faces|Carlo Conti
siglip,image,vggface2_faces,vggface2_faces_s,Clare Grant,a photo of Clare Grant,0.042498,0.042605,0.00010699999999999599,vggface2_faces|Clare Grant
siglip,image,vggface2_faces,vggface2_faces_s,Edward Furlong,a photo of Edward Furlong,0.044827,0.046809,0.0019820000000000046,vggface2_faces|Edward Furlong
siglip,image,vggface2_faces,vggface2_faces_s,Evangelos Venizelos,a photo of Evangelos Venizelos,0.111353,0.152232,0.04087900000000001,vggface2_faces|Evangelos Venizelos
siglip,image,vggface2_faces,vggface2_faces_s,Ewan McGregor,a photo of Ewan McGregor,0.741884,0.667455,-0.07442899999999997,vggface2_faces|Ewan McGregor
siglip,image,vggface2_faces,vggface2_faces_s,Frank de Boer,a photo of Frank de Boer,0.039487,0.055735,0.016248,vggface2_faces|Frank de Boer
siglip,image,vggface2_faces,vggface2_faces_s,Frankie Muniz,a photo of Frankie Muniz,0.62516,0.623175,-0.0019850000000000145,vggface2_faces|Frankie Muniz
siglip,image,vggface2_faces,vggface2_faces_s,Genelia DSouza,a photo of Genelia DSouza,1.0,1.0,0.0,vggface2_faces|Genelia DSouza
siglip,image,vggface2_faces,vggface2_faces_s,Gregg Popovich,a photo of Gregg Popovich,0.55627,0.569624,0.013353999999999977,vggface2_faces|Gregg Popovich
siglip,image,vggface2_faces,vggface2_faces_s,Grzegorz Schetyna,a photo of Grzegorz Schetyna,0.284393,0.254588,-0.029805000000000026,vggface2_faces|Grzegorz Schetyna
siglip,image,vggface2_faces,vggface2_faces_s,Haley Joel Osment,a photo of Haley Joel Osment,0.933838,0.928986,-0.0048519999999999675,vggface2_faces|Haley Joel Osment
siglip,image,vggface2_faces,vggface2_faces_s,Himesh Reshammiya,a photo of Himesh Reshammiya,1.0,1.0,0.0,vggface2_faces|Himesh Reshammiya
siglip,image,vggface2_faces,vggface2_faces_s,Ileana DCruz,a photo of Ileana DCruz,0.995833,0.995833,0.0,vggface2_faces|Ileana DCruz
siglip,image,vggface2_faces,vggface2_faces_s,Jessica Seinfeld,a photo of Jessica Seinfeld,0.198521,0.188269,-0.010252000000000011,vggface2_faces|Jessica Seinfeld
siglip,image,vggface2_faces,vggface2_faces_s,Kareena Kapoor Khan,a photo of Kareena Kapoor Khan,1.0,1.0,0.0,vggface2_faces|Kareena Kapoor Khan
siglip,image,vggface2_faces,vggface2_faces_s,Karl Urban,a photo of Karl Urban,0.852383,0.838763,-0.013619999999999965,vggface2_faces|Karl Urban
siglip,image,vggface2_faces,vggface2_faces_s,Katie Holmes,a photo of Katie Holmes,0.962222,0.964603,0.0023809999999999665,vggface2_faces|Katie Holmes
siglip,image,vggface2_faces,vggface2_faces_s,Kevin Dillon,a photo of Kevin Dillon,0.90334,0.909828,0.006487999999999938,vggface2_faces|Kevin Dillon
siglip,image,vggface2_faces,vggface2_faces_s,Kevin Jonas,a photo of Kevin Jonas,0.992157,0.985965,-0.006191999999999975,vggface2_faces|Kevin Jonas
siglip,image,vggface2_faces,vggface2_faces_s,Kim Wilde,a photo of Kim Wilde,0.916754,0.896555,-0.020198999999999967,vggface2_faces|Kim Wilde
siglip,image,vggface2_faces,vggface2_faces_s,Kimora Lee Simmons,a photo of Kimora Lee Simmons,0.917407,0.921586,0.004179000000000044,vggface2_faces|Kimora Lee Simmons
siglip,image,vggface2_faces,vggface2_faces_s,Liam Neeson,a photo of Liam Neeson,0.877421,0.909642,0.032220999999999944,vggface2_faces|Liam Neeson
siglip,image,vggface2_faces,vggface2_faces_s,Lin Dan,a photo of Lin Dan,1.0,1.0,0.0,vggface2_faces|Lin Dan
siglip,image,vggface2_faces,vggface2_faces_s,Liza Minnelli,a photo of Liza Minnelli,1.0,1.0,0.0,vggface2_faces|Liza Minnelli
siglip,image,vggface2_faces,vggface2_faces_s,Manuel Neuer,a photo of Manuel Neuer,0.825056,0.894873,0.06981700000000002,vggface2_faces|Manuel Neuer
siglip,image,vggface2_faces,vggface2_faces_s,Marissa Jaret Winokur,a photo of Marissa Jaret Winokur,0.923618,0.92283,-0.0007880000000000109,vggface2_faces|Marissa Jaret Winokur
siglip,image,vggface2_faces,vggface2_faces_s,Martha Reeves,a photo of Martha Reeves,0.775507,0.696783,-0.0787239999999999,vggface2_faces|Martha Reeves
siglip,image,vggface2_faces,vggface2_faces_s,Marvin Humes,a photo of Marvin Humes,1.0,0.995833,-0.004167000000000032,vggface2_faces|Marvin Humes
